,Q13C,Q18AA,Q18AB,Q20,Q21,Q22,Q23A,Q23B,Q23C,Q23D,Q24,Q25,Q26,Q27,Q29,Q29A,Education,AgeCat,PoliticalPartyAffiliation,Income,PoliticsGeneral,10
271,0,8,10,10,-10,8,-10,10,10,10,-10,10,0,10,10,10,16,49.5,-8,120,0,10
272,0,-10,-10,10,8,0,10,0,0,0,-10,10,0,10,10,0,13,49.5,8,25,0,10
273,0,10,10,10,-10,10,0,0,0,0,0,10,0,10,10,-10,20,49.5,10,45,0,10
274,10,10,10,10,10,10,10,10,-10,10,10,10,0,-10,10,-10,16,70,-8,95,-10,10
275,0,-8,10,-10,-10,-8,10,-10,-10,10,-10,-10,-10,0,10,-10,14,49.5,-10,95,-10,10
276,0,-8,10,-10,-10,-8,10,10,10,10,10,10,0,10,10,10,16,59.5,-10,45,0,10
277,0,10,10,10,-10,-8,10,10,-10,10,10,10,0,10,10,10,16,49.5,0,35,0,10
278,0,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,20,49.5,10,120,10,10
279,10,-8,10,-10,-10,-10,10,10,10,10,-10,-10,-10,0,10,10,12,70,-10,25,-10,10
280,0,-8,8,-10,-10,8,10,10,10,10,10,10,0,0,-10,0,12,59.5,0,0,-10,10
281,10,10,8,10,8,10,10,10,10,10,-10,-10,-10,0,10,10,14,49.5,-10,120,-10,10
282,0,0,8,0,0,-8,10,0,0,10,0,0,0,0,10,10,12,70,0,45,0,10
283,0,10,10,10,8,10,0,10,10,0,0,0,0,0,10,10,8,70,10,0,-10,10
284,0,8,10,10,0,10,-10,10,10,10,-10,10,0,10,10,10,13,70,10,0,10,5
285,0,-8,10,10,8,10,-10,10,-10,-10,-10,-10,10,0,10,10,12,70,10,20,0,8
286,0,8,10,10,0,10,-10,10,0,10,-10,10,0,10,10,10,16,59.5,10,120,10,10
287,0,10,10,10,-10,8,10,10,-10,10,-10,10,0,10,10,-10,16,49.5,-10,35,0,0
288,0,8,10,10,-10,10,-10,10,10,10,0,0,0,0,-10,0,12,70,0,20,0,-10
289,0,8,10,10,8,10,10,10,0,10,0,10,0,10,10,10,13,49.5,-10,25,0,-10
290,0,10,10,10,8,10,10,10,-10,10,-10,10,0,10,10,10,12,49.5,10,20,0,10
291,0,10,8,10,-10,10,-10,-10,-10,-10,-10,-10,10,0,10,-10,8,70,10,20,0,5
292,0,10,10,10,8,10,10,10,10,10,0,10,0,10,10,10,20,70,8,45,10,-10
293,0,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,13,70,10,35,0,10
294,-10,10,10,10,8,10,10,10,0,10,0,10,0,10,10,10,12,70,8,20,0,-10
295,-10,-8,10,-10,-10,0,10,10,0,10,0,10,0,-10,10,10,16,70,-10,82.5,-10,10
296,0,0,10,0,8,8,10,10,0,10,0,-10,10,0,10,-10,14,70,-10,82.5,-10,10
297,0,-10,8,-10,-10,8,10,10,10,-10,-10,10,0,0,10,10,14,70,0,35,0,10
298,0,8,10,10,-10,10,10,0,0,10,0,-10,10,0,10,10,20,70,0,0,10,0
299,0,8,10,-10,8,-8,10,10,0,10,0,-10,-10,0,-10,0,20,70,-10,0,-10,10
300,0,10,10,10,8,10,10,10,10,10,0,10,0,10,0,0,13,70,10,20,0,8
301,0,10,10,-10,-10,-10,0,0,-10,0,0,-10,-10,0,-10,0,12,70,0,35,0,5
302,-10,8,10,10,-10,10,10,10,10,10,10,10,0,10,10,10,13,21,10,25,0,-8
303,0,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,20,70,10,0,10,10
304,-10,10,10,10,0,8,10,10,10,10,10,0,0,0,10,10,20,39.5,-10,120,0,10
305,-10,8,10,10,8,10,0,10,10,10,0,10,0,10,10,10,14,70,10,0,10,5
306,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,16,70,10,45,10,-10
307,0,8,10,10,-10,10,10,10,10,10,0,10,0,10,10,10,20,49.5,10,35,10,10
308,0,10,10,10,-10,10,10,10,10,10,10,10,0,10,10,10,16,59.5,10,120,0,10
309,0,10,10,10,8,10,10,10,10,10,0,10,0,10,10,10,20,70,10,62.5,10,10
310,0,8,-10,-10,8,-10,-10,-10,-10,-10,-10,-10,10,0,10,-10,12,29.5,10,0,10,-8
311,-10,10,10,10,-10,8,10,10,10,10,10,10,0,10,10,10,12,49.5,10,20,-10,10
312,10,-8,8,-10,-10,8,10,10,10,10,-10,10,0,-10,10,-10,16,29.5,-10,35,-10,10
313,0,-10,10,-10,-10,-8,-10,0,-10,-10,0,10,0,-10,10,10,12,59.5,-8,0,0,10
314,0,-10,-10,-10,-10,-10,10,10,-10,10,-10,-10,10,0,-10,0,16,70,-10,45,-10,10
315,0,8,10,-10,-10,10,-10,10,10,10,-10,-10,-10,0,10,10,12,70,-10,25,10,10
316,0,-10,10,-10,-10,8,10,10,-10,10,-10,10,0,-10,10,-10,20,70,-10,0,0,10
317,0,-10,10,-10,-10,-10,0,0,0,10,-10,-10,10,0,10,10,10,70,-10,0,10,5
318,10,-10,10,-10,-10,8,10,-10,-10,10,-10,-10,-10,0,10,-10,13,70,-8,62.5,-10,10
319,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,-10,20,70,10,120,10,10
320,0,10,10,10,8,10,10,10,10,10,0,10,0,10,10,10,16,70,10,82.5,10,10
321,0,8,10,10,10,-8,10,-10,-10,10,10,-10,10,0,10,-10,12,59.5,-8,20,-10,-10
322,0,-10,-10,10,-10,-10,10,10,10,10,10,10,0,10,10,10,12,70,10,20,0,10
323,0,8,-10,-10,-10,-10,10,10,10,10,-10,-10,-10,0,-10,0,18,70,-8,82.5,-10,10
324,-10,-10,-10,-10,-10,-10,10,-10,-10,10,-10,-10,10,0,-10,0,12,70,-8,62.5,-10,0
325,-10,10,10,10,10,10,10,10,-10,10,10,-10,10,0,10,-10,12,70,8,25,0,5
326,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,16,39.5,8,120,10,10
327,-10,8,10,-10,-10,10,-10,10,0,10,10,10,0,10,10,-10,13,59.5,-8,35,10,10
328,0,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,20,70,8,0,0,10
329,0,10,10,-10,-10,-8,10,10,-10,-10,-10,-10,-10,0,10,-10,13,70,-8,20,10,-10
330,0,10,10,10,8,10,10,10,10,10,10,10,0,0,10,10,13,70,10,20,10,5
331,10,8,8,10,8,10,10,10,10,10,-10,10,0,10,10,10,16,70,10,62.5,10,10
332,-10,10,10,10,-10,10,10,10,10,10,-10,10,0,10,10,10,16,59.5,10,45,0,-10
333,0,10,10,10,10,10,0,0,0,0,-10,10,0,10,10,-10,8,59.5,8,0,0,10
334,0,-8,10,-10,-10,8,10,10,10,10,-10,10,0,-10,10,-10,16,49.5,-10,120,0,10
335,10,8,10,10,-10,10,10,10,10,10,10,10,0,10,10,10,20,59.5,10,120,10,0
336,10,-10,10,-10,0,-8,10,0,10,10,10,-10,10,0,10,10,13,70,-10,35,-10,0
337,0,10,10,10,8,10,10,0,10,10,0,10,0,10,10,10,20,70,10,120,0,10
338,10,10,10,10,10,10,10,10,10,10,-10,10,0,10,10,10,12,70,10,35,10,10
339,0,10,10,10,8,0,10,10,10,10,0,10,0,10,10,10,20,70,10,45,10,-10
340,0,-10,8,-10,-10,-10,10,10,10,10,-10,-10,-10,0,10,-10,16,70,-10,120,-10,10
341,0,-10,8,-10,-10,-10,10,10,10,10,10,10,0,0,0,0,20,59.5,-10,120,-10,0
342,10,-10,-10,-10,-10,-10,10,10,10,10,10,10,0,10,-10,0,13,59.5,-10,120,-10,10
343,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,12,49.5,10,35,10,0
344,0,10,-8,-10,-10,-10,0,10,0,10,0,-10,-10,0,-10,0,12,59.5,0,20,10,10
345,0,10,10,10,10,10,-10,10,10,10,-10,10,0,10,10,10,20,59.5,10,35,10,8
346,0,-10,10,-10,-10,-10,10,10,-10,10,-10,-10,-10,0,-10,0,20,0,-8,95,0,-10
347,0,8,10,10,8,-8,0,10,0,10,-10,10,0,10,10,10,20,70,-10,120,-10,-10
348,-10,10,10,10,8,10,-10,-10,-10,-10,-10,10,0,0,10,0,12,70,-10,25,0,8
349,0,10,10,10,8,8,-10,10,10,0,10,10,0,10,10,10,16,70,8,62.5,0,10
350,10,-8,10,-10,-10,8,10,-10,-10,10,0,-10,10,0,10,-10,13,70,-10,62.5,-10,10
351,0,10,10,10,8,10,-10,10,10,10,10,10,0,10,10,10,13,70,10,25,0,-10
352,-10,-10,10,-10,-10,-10,-10,-10,0,-10,10,-10,0,0,10,0,12,70,10,25,10,5
353,0,10,10,10,8,10,10,10,10,10,0,10,0,10,10,10,16,70,10,25,10,10
354,-10,10,10,10,10,10,-10,10,10,10,0,10,0,10,10,10,20,70,-10,62.5,-10,-10
355,10,-10,10,-10,-10,0,0,0,0,0,0,10,0,10,10,10,12,70,-10,25,-10,5
356,10,10,-8,10,10,10,10,10,10,10,-10,10,0,10,10,10,20,49.5,0,120,10,10
357,10,10,10,10,8,10,0,10,10,10,0,10,0,10,10,10,16,59.5,10,120,0,10
358,0,8,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,20,70,10,82.5,10,10
359,10,10,10,10,8,10,10,10,10,10,0,10,0,10,10,10,14,59.5,8,35,10,10
360,-10,10,10,10,8,10,10,0,0,10,0,10,0,10,10,10,16,59.5,8,120,0,10
361,10,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,16,70,10,35,10,10
362,0,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,20,59.5,10,120,10,10
363,10,10,10,10,8,10,10,-10,-10,10,-10,10,0,10,10,10,13,59.5,10,20,0,10
364,10,-10,8,-10,-10,10,10,0,0,10,0,10,0,10,-10,0,20,0,0,0,-10,10
365,10,8,10,10,10,10,-10,10,10,10,10,10,0,10,10,10,20,70,8,120,0,10
366,10,8,10,-10,-10,8,10,10,10,10,0,10,0,10,10,-10,13,70,-10,82.5,-10,10
367,-10,8,10,10,8,8,10,0,0,10,0,-10,-10,0,10,-10,13,70,-10,0,-10,10
368,10,8,10,-10,-10,-10,10,10,10,10,-10,10,0,-10,-10,0,12,70,-10,35,0,10
369,0,8,8,10,-10,10,10,10,-10,10,-10,10,0,10,0,0,13,49.5,0,25,-10,10
370,0,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,14,70,10,25,10,-8
371,10,-8,8,10,-10,-8,10,-10,0,0,10,-10,-10,0,10,10,16,70,-10,45,-10,5
372,0,-8,10,10,8,8,-10,10,10,10,10,10,0,-10,10,-10,16,59.5,-10,120,-10,10
373,0,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,20,70,10,82.5,0,0
374,0,-10,-10,-10,-10,-8,10,0,-10,10,0,0,0,0,-10,0,10,70,-10,20,-10,5
375,0,10,10,10,8,10,-10,10,10,10,-10,10,0,10,10,10,12,59.5,10,45,0,10
376,0,-8,10,-10,-10,8,10,10,-10,10,0,-10,-10,0,-10,0,20,39.5,-10,120,-10,10
377,-10,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,20,70,8,62.5,10,5
378,10,-10,8,-10,-10,-8,-10,10,10,10,-10,10,0,10,10,10,20,39.5,-10,120,0,10
379,0,-10,10,-10,-10,-10,-10,-10,-10,10,10,-10,-10,0,10,10,12,59.5,-10,35,-10,0
380,-10,10,10,10,-10,-10,10,0,0,10,0,-10,-10,0,-10,0,14,70,-10,62.5,-10,10
381,0,-10,8,10,10,-10,-10,-10,10,-10,-10,-10,-10,0,10,-10,16,70,-8,62.5,0,10
382,0,8,8,10,8,8,10,0,0,10,-10,10,0,10,10,0,13,70,8,25,0,5
383,0,10,10,10,10,10,-10,10,10,10,-10,10,0,10,10,10,12,70,10,20,10,-10
384,-10,-10,-10,-10,8,-8,10,10,0,10,-10,-10,-10,0,10,10,16,39.5,-8,120,-10,10
385,0,-10,10,10,8,10,10,10,10,10,0,10,0,10,10,10,20,39.5,10,120,10,-8
386,0,8,-8,-10,-10,-10,10,0,-10,0,0,-10,-10,0,-10,0,16,70,-8,25,-10,5
387,0,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,20,70,8,120,0,10
388,0,-8,8,10,-10,10,10,10,0,10,-10,10,0,-10,10,-10,16,70,-10,95,-10,10
389,10,10,10,10,8,10,-10,10,-10,10,10,10,0,10,10,-10,12,59.5,10,62.5,0,10
390,0,8,10,-10,-10,-10,-10,10,-10,10,-10,-10,-10,0,-10,0,12,70,8,62.5,0,5
391,0,-10,10,-10,-10,-10,10,10,10,10,10,-10,-10,0,10,-10,16,70,-8,95,-10,8
392,0,8,8,-10,-10,8,10,10,10,10,-10,10,0,10,10,-10,20,70,0,62.5,-10,-10
393,0,8,10,-10,-10,10,10,10,-10,10,10,-10,10,0,-10,0,13,70,-8,45,10,10
394,-10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,12,70,8,62.5,0,10
395,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,14,70,8,120,0,10
396,10,10,10,10,8,10,-10,10,10,10,10,10,0,10,10,10,16,70,0,0,0,5
397,0,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,20,70,10,120,10,0
398,0,8,10,10,8,10,10,0,0,0,0,10,0,10,10,0,16,70,0,25,0,-10
399,10,10,10,10,-10,8,-10,10,10,10,10,-10,10,0,-10,0,13,59.5,-10,35,-10,10
400,0,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,20,59.5,10,82.5,0,5
401,0,8,10,10,8,10,10,10,10,10,10,10,0,-10,10,-10,14,29.5,8,120,0,8
402,0,-10,10,-10,-10,-10,10,0,10,10,-10,-10,0,0,10,0,16,70,0,120,-10,10
403,10,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,20,70,10,82.5,10,5
404,0,10,10,10,-10,10,10,10,10,10,-10,10,0,10,10,-10,20,39.5,0,120,-10,10
405,-10,10,10,10,10,10,-10,-10,-10,10,-10,10,0,10,10,10,14,59.5,10,20,0,5
406,0,-8,8,-10,-10,10,10,10,10,10,10,-10,-10,0,10,-10,16,49.5,0,120,0,8
407,-10,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,20,70,10,120,10,5
408,0,-10,10,-10,-10,-8,10,10,-10,10,-10,-10,-10,0,10,10,16,49.5,-8,0,-10,10
409,-10,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,20,49.5,8,120,0,10
410,-10,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,14,59.5,10,20,10,0
411,10,10,10,10,-10,10,10,10,10,10,-10,10,0,10,10,-10,20,29.5,-10,20,-10,10
412,0,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,20,70,8,120,10,10
413,10,10,10,10,10,10,10,10,10,10,-10,10,0,10,10,10,12,49.5,10,35,10,10
414,-10,10,10,10,8,10,10,10,10,10,0,10,0,10,10,10,13,59.5,10,20,0,0
415,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,20,70,8,82.5,10,5
416,-10,10,10,10,10,10,10,10,10,10,0,10,0,10,10,10,13,59.5,8,35,-10,-10
417,0,10,8,10,10,10,10,10,-10,10,-10,-10,10,0,-10,0,13,49.5,10,20,10,-8
418,0,8,8,-10,-10,8,-10,-10,-10,0,0,-10,-10,0,-10,0,12,70,-10,20,0,5
419,0,-10,10,-10,-10,-10,10,0,0,10,-10,-10,-10,0,-10,0,14,49.5,-8,45,-10,10
420,-10,8,8,10,-10,10,10,10,10,10,10,-10,-10,0,10,10,12,21,-8,20,-10,0
421,10,-8,8,-10,-10,8,10,10,10,10,0,10,0,10,-10,0,14,49.5,-10,0,-10,10
422,0,10,10,10,-10,10,0,0,0,0,10,10,0,10,10,10,8,29.5,10,20,-10,0
423,10,-10,10,-10,-10,-10,10,10,-10,10,-10,-10,-10,0,10,-10,16,59.5,-10,120,-10,10
424,10,-10,-10,-10,-10,-10,10,-10,-10,10,10,-10,-10,0,10,10,10,39.5,0,120,0,10
425,0,8,10,10,8,10,-10,10,10,10,-10,10,0,10,10,10,14,21,8,20,0,0
426,0,8,10,-10,-10,8,10,10,10,10,-10,10,0,10,10,10,16,49.5,8,120,0,10
427,0,8,10,10,8,10,-10,-10,10,10,10,10,0,10,10,10,14,70,0,35,0,10
428,0,8,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,13,21,10,95,10,0
429,10,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,-10,13,59.5,10,20,-10,-10
430,0,10,10,10,8,10,-10,10,10,10,10,10,0,10,10,10,13,59.5,10,62.5,10,-10
431,0,-8,10,10,-10,10,-10,-10,-10,-10,0,-10,10,0,10,10,16,59.5,-10,120,-10,10
432,-10,10,10,10,10,10,-10,0,-10,0,0,10,0,10,10,-10,14,49.5,0,20,-10,8
433,0,-10,10,0,-10,-10,10,10,10,10,-10,-10,-10,0,10,10,13,49.5,-8,120,-10,10
434,0,8,10,10,10,10,10,10,10,10,-10,10,0,10,10,-10,14,70,10,20,10,-10
435,-10,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,12,39.5,10,20,10,8
436,10,10,10,10,8,10,10,10,10,10,-10,10,0,10,-10,0,10,49.5,10,45,-10,0
437,-10,10,10,10,8,10,-10,10,-10,10,10,10,0,10,10,10,16,59.5,10,120,10,10
438,-10,8,10,-10,8,8,-10,10,-10,10,-10,-10,10,0,10,10,8,21,-10,25,0,0
439,-10,-8,8,10,8,-10,0,10,-10,10,-10,10,0,-10,10,-10,12,49.5,0,25,0,0
440,0,8,10,10,-10,8,10,10,10,10,-10,10,0,10,10,-10,14,59.5,0,62.5,-10,10
441,0,-8,10,-10,-10,8,10,10,10,10,10,10,0,10,10,10,16,29.5,-8,120,-10,0
442,10,10,10,10,8,8,-10,10,10,10,-10,-10,-10,0,10,-10,10,49.5,0,0,-10,10
443,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,-10,20,49.5,10,82.5,10,10
444,10,-8,10,-10,-10,-8,-10,10,-10,10,0,10,0,10,-10,0,13,59.5,10,35,0,-10
445,-10,-8,10,10,8,10,10,10,10,10,-10,10,0,10,10,0,16,70,10,82.5,0,10
446,10,-10,-10,-10,-10,-10,10,-10,-10,-10,-10,-10,-10,0,-10,0,13,59.5,-10,45,0,10
447,10,10,10,10,8,10,10,10,-10,10,10,10,0,10,10,10,18,70,10,95,10,10
448,10,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,13,29.5,10,25,10,0
449,10,-8,10,-10,-10,10,-10,10,10,10,0,10,0,10,-10,0,12,29.5,8,25,10,8
450,0,-10,10,-10,-10,-8,10,10,10,10,10,10,0,10,10,10,13,21,-10,45,-10,8
451,0,8,10,10,10,10,10,10,-10,-10,10,10,0,10,10,-10,20,29.5,10,35,0,0
452,0,-10,0,-10,8,-10,10,10,10,10,-10,-10,0,0,10,-10,13,59.5,-8,35,0,5
453,10,-8,10,-10,8,8,10,10,10,10,-10,10,0,10,10,10,10,21,-8,95,-10,0
454,-10,-8,8,-10,-10,10,10,10,10,10,-10,10,0,-10,10,-10,16,29.5,-10,95,0,10
455,-10,10,10,10,10,10,-10,-10,-10,-10,-10,-10,10,0,-10,0,12,39.5,10,25,0,10
456,10,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,13,29.5,-10,35,0,0
457,0,-10,8,-10,-10,-10,10,10,-10,10,0,10,0,10,10,-10,16,70,-10,62.5,-10,10
458,-10,10,10,10,10,10,10,10,10,10,-10,10,0,10,-10,0,14,21,-8,25,0,8
459,0,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,16,70,0,0,0,-10
460,10,10,10,10,8,10,10,10,10,10,0,10,0,10,10,10,16,70,10,25,10,-10
461,10,10,10,10,8,10,10,-10,-10,-10,-10,-10,-10,0,10,0,16,59.5,0,0,-10,10
462,0,8,10,-10,-10,8,10,10,10,10,-10,10,0,10,10,10,20,29.5,0,35,0,10
463,-10,8,10,10,-10,8,-10,-10,-10,-10,-10,10,0,10,10,10,13,29.5,-8,45,0,0
464,10,8,10,10,8,10,-10,10,-10,-10,-10,10,0,-10,10,10,10,59.5,10,20,10,-8
465,0,8,10,-10,-10,8,10,10,10,10,-10,10,0,10,10,10,16,39.5,8,95,10,10
466,10,8,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,12,21,8,95,10,0
467,-10,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,12,21,10,62.5,10,0
468,-10,-8,10,10,10,8,-10,10,10,10,10,10,0,10,10,10,20,49.5,10,120,10,0
469,-10,10,10,10,-10,10,0,-10,0,10,0,10,0,10,-10,0,10,29.5,10,20,10,-8
470,0,8,10,10,8,10,0,10,10,10,-10,10,0,10,10,10,13,70,10,25,10,-10
471,-10,10,10,10,-10,10,10,10,10,10,-10,10,0,-10,10,10,14,21,8,25,10,0
472,0,10,10,10,8,10,0,10,10,10,0,10,0,10,10,10,13,59.5,8,25,10,5
473,0,-8,8,-10,-10,-8,10,10,10,10,0,-10,-10,0,10,-10,14,59.5,-8,45,-10,10
474,10,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,16,49.5,-10,95,0,10
475,10,8,10,10,-10,8,10,10,10,10,10,10,0,-10,10,-10,12,29.5,-10,25,0,8
476,-10,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,12,49.5,10,20,0,-10
477,0,8,10,10,10,10,10,10,10,10,-10,10,0,10,10,-10,12,49.5,10,25,-10,0
478,0,10,10,10,0,10,10,10,10,10,0,10,0,10,10,10,13,70,10,62.5,10,10
479,10,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,16,59.5,10,120,0,10
480,0,8,10,-10,-10,8,10,10,-10,10,-10,-10,10,0,10,10,16,59.5,-10,120,-10,10
481,0,10,10,10,10,10,10,10,10,10,-10,10,0,10,10,10,16,0,8,120,0,10
482,0,-10,-10,-10,-10,-10,10,10,10,10,10,-10,-10,0,-10,0,12,70,-8,82.5,-10,10
483,-10,8,10,10,8,8,10,10,10,10,10,10,0,10,10,10,16,29.5,10,120,10,10
484,-10,8,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,14,49.5,10,95,10,10
485,0,10,10,10,8,10,-10,10,0,10,-10,10,0,-10,10,10,12,29.5,-8,45,0,10
486,10,8,10,10,-10,10,10,10,10,10,-10,10,0,10,10,10,16,49.5,10,120,10,10
487,-10,8,10,10,-10,10,10,10,10,10,0,10,0,10,10,-10,13,39.5,-10,45,0,10
488,0,8,10,10,0,10,0,10,10,0,10,10,0,10,10,10,20,59.5,10,120,0,0
489,0,-10,10,-10,-10,8,10,10,10,10,10,10,0,10,10,10,13,29.5,-8,82.5,0,10
490,0,10,10,10,10,10,10,10,-10,10,10,10,0,10,10,10,16,21,10,120,0,0
491,0,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,16,39.5,8,25,10,0
492,0,-10,-10,-10,-10,-10,10,10,10,10,-10,-10,-10,0,-10,0,13,70,-8,0,-10,10
493,10,8,10,10,8,10,10,10,10,10,-10,10,0,10,10,-10,13,29.5,10,25,10,0
494,10,-10,8,-10,-10,-8,10,10,-10,10,-10,-10,-10,0,10,10,14,59.5,-10,120,-10,10
495,0,8,10,10,-10,-10,10,10,-10,10,10,-10,-10,0,10,10,16,49.5,-8,120,0,10
496,0,8,10,10,8,10,10,10,10,10,0,10,0,10,10,10,18,39.5,0,25,0,-10
497,0,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,13,49.5,8,25,-10,5
498,0,10,10,10,8,10,-10,10,10,10,-10,10,0,-10,-10,0,12,70,10,20,10,5
499,0,10,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,20,29.5,10,120,10,0
500,10,10,10,10,8,10,10,10,-10,10,10,10,0,10,10,10,16,59.5,-8,20,-10,5
501,0,8,10,10,0,-8,10,-10,10,-10,10,0,0,0,10,0,12,70,0,95,0,-10
502,0,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,16,39.5,8,120,0,10
503,-10,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,13,29.5,0,20,0,10
504,-10,10,10,10,-10,8,-10,10,-10,10,-10,10,0,-10,-10,0,13,29.5,0,62.5,10,10
505,-10,-8,8,-10,-10,8,-10,10,10,10,-10,10,0,10,10,10,12,29.5,-10,120,0,10
506,-10,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,16,29.5,8,35,10,8
507,0,-10,10,-10,-10,8,10,10,10,10,0,-10,-10,0,-10,0,20,70,-10,62.5,-10,10
508,0,10,10,10,10,10,10,10,10,10,-10,10,0,10,10,10,12,21,10,120,10,0
509,0,8,8,-10,-10,10,-10,-10,-10,10,-10,10,0,10,10,10,16,70,8,45,-10,-10
510,0,10,10,10,-10,10,10,10,10,10,10,10,0,10,10,10,18,70,8,0,0,-10
511,-10,-8,10,-10,-10,-10,10,-10,-10,-10,0,-10,-10,0,-10,0,20,49.5,-8,120,-10,10
512,-10,10,10,10,0,10,10,10,10,10,10,10,0,10,10,10,10,59.5,10,0,-10,5
513,10,10,10,10,8,10,10,10,10,10,-10,10,0,-10,10,10,16,70,10,45,10,10
514,0,0,10,10,8,10,10,10,10,10,-10,10,0,10,10,10,13,59.5,-10,120,0,8
515,0,8,10,10,8,8,-10,10,10,10,-10,10,0,10,10,10,13,21,8,20,0,0
516,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,16,29.5,10,120,10,10
517,0,10,10,10,-10,-10,-10,10,-10,-10,-10,10,0,10,10,-10,16,39.5,-10,20,-10,-8
518,0,-10,10,10,0,8,10,10,10,10,10,10,0,10,10,10,14,39.5,8,45,0,0
519,0,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,16,29.5,10,20,10,8
520,0,10,10,10,0,10,10,10,10,10,10,10,0,10,10,10,20,39.5,10,0,10,0
521,0,-8,10,10,8,-10,10,10,-10,10,10,10,0,10,10,-10,16,49.5,-10,45,0,0
522,0,8,10,10,8,10,-10,10,10,10,-10,10,0,10,10,10,16,39.5,8,35,10,10
523,0,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,16,39.5,8,120,10,10
524,0,10,10,10,-10,8,-10,10,10,10,10,-10,10,0,10,10,12,70,10,20,-10,10
525,0,10,10,10,-10,-8,10,10,-10,0,-10,10,0,10,10,-10,14,29.5,10,20,0,0
526,10,8,8,10,10,8,-10,10,10,-10,-10,10,0,-10,10,10,12,49.5,-8,25,-10,10
527,-10,10,10,10,8,10,10,10,10,10,10,10,0,10,10,10,14,70,8,82.5,10,10
528,0,10,10,10,8,10,-10,10,10,10,-10,10,0,10,10,10,20,49.5,8,62.5,0,10
529,0,10,10,10,-10,10,10,10,10,10,-10,10,0,10,10,10,12,59.5,10,20,0,-8
530,0,-10,10,-10,-10,-10,10,-10,-10,-10,-10,-10,-10,0,10,-10,16,70,-10,82.5,-10,-10
531,0,-10,8,-10,-10,-10,10,10,10,10,10,-10,10,0,10,-10,16,59.5,-10,62.5,-10,10
532,10,10,10,10,8,10,0,10,10,10,-10,10,0,10,10,10,13,59.5,10,20,10,-10
533,0,10,10,10,10,10,10,10,10,10,-10,10,0,10,10,10,14,21,10,82.5,10,0
534,-10,10,10,-10,-10,-8,10,10,0,0,0,10,0,10,10,10,20,49.5,10,120,-10,10
535,-10,8,10,-10,8,8,-10,10,-10,10,-10,10,0,10,-10,0,13,21,-10,62.5,-10,0
536,10,10,10,10,8,10,10,0,0,10,0,10,0,0,10,10,16,39.5,10,120,10,10
537,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,16,39.5,10,120,10,10
538,0,-8,10,10,-10,10,10,10,10,10,10,10,0,10,10,10,16,39.5,8,120,0,10
539,10,10,10,10,10,10,-10,-10,10,-10,-10,-10,10,0,-10,0,10,59.5,10,20,0,10
